Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6509,ADI-6509,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971549,MIN. NUNES MARQUES,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 81, Inciso II - Art. 81, II, da Constituição do Estado do Maranhão",7/12/2020,"Publicação, DJE"," DJE nº 287, divulgado em 04/12/2020",4/12/2020,ADVOGADO-GERAL DA UNIÃO,Não,Não,Não,Sim,Não,Não,Não,MARANHÃO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6510,ADI-6510,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971554,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 106, Inciso I, Alínea b - Art. 106, I “b”, da Constituição do Estado de Minas Gerais",4/8/2020,Conclusos ao(à) Relator(a),,4/8/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6511,ADI-6511,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971558,MIN. DIAS TOFFOLI,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 77, Inciso X - art. 77, X, “a” e “b”, da Constituição do Estado de Roraima",29/10/2020,Conclusos ao(à) Relator(a),com parecer do PROCURADOR-GERAL DA REPÚBLICA pelo conhecimento da ação e pela procedência do pedido.,29/10/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Sim,Não,Não,Não,RORAIMA,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6512,ADI-6512,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971568,MIN. EDSON FACHIN,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 46, Inciso VIII, Alínea e - art. 46, VIII, “e”, da Constituição do Estado de Goiás",8/12/2020,Sustentação Oral,Sustentação Oral - AMICUS CURIAE: ASSOCIAÇÃO NACIONAL DOS PROCURADORES DOS ESTADOS E DO DISTRITO FEDERAL - ANAPE - recebida em 08/12/2020 18:14:31,2/12/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Sim,Não,GOIÁS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6513,ADI-6513,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971691,MIN. EDSON FACHIN,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual nº 1, Art. 123, Inciso I, Alínea a - Art. 123, I, “a”, da Constituição do Estado da Bahia.",7/12/2020,Sustentação Oral,Sustentação Oral - AMICUS CURIAE: ASSOCIAÇÃO NACIONAL DAS DEFENSORAS E DEFENSORES PÚBLICOS - ANADEP - recebida em 07/12/2020 14:47:42,7/12/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Sim,Não,BAHIA,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6514,ADI-6514,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971759,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 108, Inciso VII, Alínea a - Art. 108, VII, “a”, da Constituição do Estado do Ceará",2/12/2020,Conclusos ao(à) Relator(a),,4/8/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,CEARÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6515,ADI-6515,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971792,MIN. ROBERTO BARROSO,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 72, Inciso I, Alínea a - art. 72, I, “a”, da Constituição do Estado do Amazonas, que atribuiu foro por prerrogativa de função aos Procuradores do Estado e aos membros da Defensoria Pública.",9/12/2020,Petição,"PROCURADOR-GERAL DA REPÚBLICA - Petição: 105030 - Data: 09/12/2020, às 13:03:32, via Web Service MNI 2.2.2.",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,AMAZONAS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6516,ADI-6516,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971794,MIN. ROBERTO BARROSO,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 133, Inciso IX, Alínea a - art. 133, IX, “a”, da Constituição do Estado do Alagoas",9/12/2020,Petição,"PROCURADOR-GERAL DA REPÚBLICA - Petição: 104983 - Data: 09/12/2020, às 10:57:18, via Web Service MNI 2.2.2.",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,ALAGOAS,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6517,ADI-6517,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971809,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 74 - art. 74, I e II, da Constituição do Estado de São Paulo",7/12/2020,Conclusos ao(à) Relator(a),,4/8/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6518,ADI-6518,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971915,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,4/8/2020,"1 - Constituição Estadual, Art. 95, Inciso I, Alínea a - art. 95, I, “a”, da Constituição do Estado do Acre",1/12/2020,"Publicação, DJE"," DJE nº 283, divulgado em 30/11/2020",30/11/2020,GABINETE MINISTRO ALEXANDRE DE MORAES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6519,ADI-6519,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971951,MIN. ROSA WEBER,Originária,Eletrônico,4/8/2020,"1 - Resolução nº 287 de 2018 - Resolução 287, de 24.1.2018, do Tribunal de Contas do Estado do Maranhão2 - Resolução nº 311 de 2019 - Resolução 311, de 16.1.2019, do Tribunal de Contas do Estado do Maranhão",13/11/2020,Conclusos ao(à) Relator(a),,1/11/2020,GABINETE MINISTRA ROSA WEBER,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6520,ADI-6520,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971961,MIN. ROBERTO BARROSO,Originária,Eletrônico,4/8/2020,"1 - Resolução nº 4415 de 2019 - Resolução 4.415, de 27.6.2019, da Procuradoria Geral do Estado do Rio de Janeiro, que institui e regulamenta o Programa de Residência Jurídica (PRJ) no âmbito do referido órgão estadual.2 - Resolução nº 2483 de 2008 - Resolução 2.483, de 28.5.2008, da PGE/RJ",9/12/2020,Conclusos ao(à) Relator(a),,9/12/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6521,ADI-6521,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5971995,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,4/8/2020,"1 - Portaria nº 113 de 2020 - Portaria 113, de 6.3.2020, do Defensor Público-Geral do Estado de Pernambuco, que institui e regulamenta o Programa de Residência Jurídica (PRJ) no âmbito da Defensoria Pública pernambucana.",26/9/2020,Conclusos ao(à) Relator(a),,5/8/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6522,ADI-6522,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972006,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,4/8/2020,"1 - Lei Orgânica do Distrito Federal, Art. 22 - Lei Orgânica do Distrito Federal, Art. 22 - §§ 5º e 6º incluídos no art. 22 da Lei Orgânica do Distrito Federal pela Emenda 114, de 9.9.2019, que tratam da divulgação de atos, programas, obras ou serviços públicos daquela unidade federativa.",5/8/2020,Conclusos ao(à) Relator(a),,5/8/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6523,ADI-6523,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972012,MIN. EDSON FACHIN,Originária,Eletrônico,4/8/2020,"1 - Resolução nº 808 de 2016 - Resolução 808, de 4.1.2016, da Defensoria Pública do Estado do Rio de Janeiro, que institue e regulamenta o Programa de Residência Jurídica (PRJ) no âmbito da referida Instituição.
12 - Resolução nº 893 de 2017 - Resolução 893, de 29.8.2017, da Defensoria Pública do Estado do Rio de Janeiro, que institue e regulamenta o Programa de Residência Jurídica (PRJ) no âmbito da referida Instituição.",31/8/2020,Conclusos ao(à) Relator(a),,31/8/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6524,ADI-6524,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972250,MIN. GILMAR MENDES,Originária,Eletrônico,5/8/2020,"1 - Regimento Interno - Senado Federal - artigo 59 do Regimento Interno do Senado Federal (Resolução do Senado Federal n. 93 de 1970). Que trata de reeleição ou recondução à Mesa na eleição imediatamente subsequente.2 - Resolução nº 93 de 1970, Art. 59 - Senado Federal3 - Regimento Interno - Câmara dos Deputados - artigo 5º , §1º do Regimento Interno da Câmara dos Deputados (Resolução da Câmara dos Deputados n. 17 de 1989)4 - Resolução nº 17 de 1989, Art. 5º, § 1º - Câmara dos Deputados",4/12/2020,Petição,"Manifestação - Petição: 103735 Data: 04/12/2020, às 14:23:09",4/12/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6525,ADI-6525,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972381,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,5/8/2020,"1 - Lei Complementar nº 173 de 2020 - arts. 7º e 8º da Lei Complementar nº 173, de 27 de maio de 2020 (Estabelece o Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV-2 (Covid-19), altera a Lei Complementar nº 101, de 4 de maio de 2000, e dá outras providências.)",18/9/2020,Petição,"Amicus curiae - Petição: 76293 Data: 18/09/2020, às 09:30:11",2/9/2020,ADVOGADO-GERAL DA UNIÃO,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6526,ADI-6526,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972382,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,5/8/2020,"1 - Lei Complementar nº 173 de 2020 - arts. 7º e 8º da Lei Complementar nº 173, de 27 de maio de 2020 (Estabelece o Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV-2 (Covid-19), altera a Lei Complementar nº 101, de 4 de maio de 2000, e dá outras providências)",1/10/2020,Conclusos ao(à) Relator(a),,30/9/2020,GABINETE MINISTRO ALEXANDRE DE MORAES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6527,ADI-6527,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972539,MIN. NUNES MARQUES,Originária,Eletrônico,5/8/2020,"1 - Resolução nº 329 de 2020, Art. 19 - Art. 19 da Resolução nº 329, de 30 de julho de 2020. (Regulamenta e estabelece critérios para a realização de audiências e outros atos processuais por videoconferência, em processos penais e de execução penal, durante o estado de calamidade pública, reconhecido pelo Decreto Federal nº 06/2020, em razão da pandemia mundial por Covid-19.)",4/12/2020,Petição,"Amicus curiae - Petição: 104033 Data: 04/12/2020, às 19:38:59",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6528,ADI-6528,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972781,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,5/8/2020,"1 - Lei Federal nº 13874 de 2019 - em face do art. 3º, inciso I, inciso IX; inciso XI, “d”; e §1º, da Lei n.º 13.874 (Lei da Liberdade Econômica), de 20 de setembro de 2019.2 - Medida Provisória nº 881 de 2019 - Medida Provisória 881 de 20 de setembro de 2019 (MP da Liberdade Econômica)",11/9/2020,Vista à PGR,,11/9/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6529,ADI-6529,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972837,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,5/8/2020,"1 - Lei Federal nº 9883 de 1999, Art. 4º, § único - em face do parágrafo único do art. 4º da Lei nº 9.883 de 1999.2 - Decreto nº 10445 de 2020 - Decreto 10.455 de 2020 que ambia exacerbadamente os poderes da Abin na requisição de informações dentro do Sistema Brasileiro de Inteligência.",28/10/2020,Vista à PGR,,28/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,723,ADPF-723,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5972946,MIN. EDSON FACHIN,Originária,Eletrônico,5/8/2020,"1 - Lei Municipal nº 3830 de 2004 - Lei Municipal 3.830 do Município de Osasco, que estabeleceu o dia 19 de fevereiro como feriado local, para celebrar a emancipação política do Município de Osasco.",9/12/2020,Vista à PGR para fins de intimação,,7/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,SÃO PAULO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6530,ADI-6530,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5973333,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,6/8/2020,"1 - Lei Federal nº 8112 de 1990 - artigos 116, II, e 117, V, da Lei nº 8.112, de 11 de dezembro de 1990.2 - Outros nº 1556 de 2020 - CONTROLADORIA-GERAL DA UNIÃO - CGU - NOTA TÉCNICA Nº 1556/2020/CGUNE/CRG - (Assunto: Responsabilização Disciplinar. Necessidade de interpretação do conteúdo de dispositivos referentes a deveres e proibições constantes na Lei nº 8.112/1990 (arts. 116, inciso II e 117, inciso V), frente a evolução dos meios de comunicação.)",4/12/2020,Petição,"Amicus curiae - Petição: 104047 Data: 04/12/2020, às 20:21:02",6/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6532,ADI-6532,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5973381,MIN. ROBERTO BARROSO,Originária,Eletrônico,6/8/2020,"1 - Lei Estadual nº 4743 de 2018 - § 3º do artigo 8º; artigo 10; alínea “a” e inciso III e a alínea “a” do inciso IV, constantes do art. 13, art. 15, art. 16; parágrafo único do art. 17; art. 18; e parágrafo único, art. 19 e incisos III e IV do artigo 20, além de anexos relacionados da Lei 4.743, de 28 de dezembro de 2018, do Estado do Amazonas. (alterações ocorridas por meio da Lei nº 5.053 de 26 de dezembro de 2019).2 - Lei Estadual nº 5053 de 2019 - Lei nº 5.053 de 26 de dezembro de 2019, do Estado do Amazonas.",9/12/2020,Petição,"Juntada de documentos - Petição: 105037 Data: 09/12/2020, às 13:07:59",23/11/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6533,ADI-6533,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5974218,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,7/8/2020,"1 - Lei Complementar nº 101 de 2000, Art. 20, § 1º, Inciso II, Alínea a - Art. 20 da Lei Complementar nº 101, de 4 de maio de 2000 (Estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências.) - Lei de Responsabilidade Fiscal - LRF",22/9/2020,Vista à PGR,,22/9/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6534,ADI-6534,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5977384,MIN. ROBERTO BARROSO,Originária,Eletrônico,12/8/2020,"1 - Medida Provisória nº 19 de 2020 - Medida Provisória nº 19, de 28 de julho de 2020 - Estado do Tocantins - Dispõe sobre as contribuições para o Regime Próprio de Previdência Social dos Servidores Públicos do Estado do Tocantins - RPPS-TO, e adota outras providências.",16/9/2020,Vista à PGR,,16/9/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO TRIBUTÁRIO,Em tramitação,,,,,,,,
ADI,6535,ADI-6535,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5977392,MIN. ROSA WEBER,Originária,Eletrônico,12/8/2020,"1 - Lei Estadual nº 22839 de 2018 - Lei Estadual 22.839 de 05 de janeiro de 2018 - Dispõe sobre a prática de atividades da área de competência do Corpo de Bombeiros Militar de Minas Gerais por voluntários, profissionais e instituições civis e dá outras providências.2 - Portaria nº 33 de 2018 - PORTARIA Nº 33, DE 02 DE JULHO DE 2018, do CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS (CBMMG)3 - Portaria nº 50 de 2020 - PORTARIA Nº 50, DE 02 DE JULHO DE 2020, do CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS (CBMMG)4 - Portaria nº 54 de 202 - PORTARIA Nº 54, DE 02 DE JULHO DE 2020, do CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS (CBMMG)5 - Portaria nº 56 de 2020 - PORTARIA Nº 56, DE 02 DE JULHO DE 2020, de CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS (CBMMG)",3/12/2020,Petição,"Amicus curiae - Petição: 103335 Data: 03/12/2020, às 13:36:29",3/9/2020,ADVOGADO-GERAL DA UNIÃO,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6536,ADI-6536,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5977458,MIN. LUIZ FUX,Originária,Eletrônico,12/8/2020,"1 - Lei Federal nº 14026 de 2020 - Lei n. 14.026, de 15 de julho de 2020 - Atualiza o marco legal do saneamento básico",19/11/2020,Petição,"99214/2020 - 19/11/2020 - Ofício n. 858/2020/GM-MDR, Ministério do Desenvolvimento Regional - Encaminha documentos.",5/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6537,ADI-6537,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5979820,MIN. MARCO AURÉLIO,Originária,Eletrônico,14/8/2020,"1 - Medida Provisória nº 995 de 2020 - Medida Provisória nº 995, de 07 de agosto de 2020 - dispõe sobre medidas para reorganização societária e desinvestimentos da Caixa Econômica Federal e de suas subsidiárias,.",7/12/2020,Conclusos ao(à) Relator(a),,7/12/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6538,ADI-6538,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5984876,MIN. DIAS TOFFOLI,Originária,Eletrônico,20/8/2020,"1 - Lei Estadual nº 11735 de 2020 - Lei nº 11.735, de 14 de julho de 2020, do Estado da Paraíba - Estado da Paraíba/interrupção prestação serviços privados dos planos de saúde/inadimplemento do usuário/período calamidade pública/pandemia do Covid-19.",11/11/2020,Conclusos ao(à) Relator(a),,10/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6539,ADI-6539,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5985181,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,20/8/2020,"1 - Lei Estadual nº 20276 de 2020 - Íntegra da Lei nº 20.276 de 29 de julho de 2020, do Estado do Paraná.",23/9/2020,Conclusos ao(à) Relator(a),,23/9/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Não,Não,Não,Sim,Não,Não,Não,PARANÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,726,ADPF-726,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5985914,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,21/8/2020,"1 - Outros - tornada pública de 29.07.2020 - aprovação de lançamento e circulação da nova cédula de R$ 200,00 (duzentos reais).",31/8/2020,Conclusos ao(à) Relator(a),,27/8/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,727,ADPF-727,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5987732,MIN. NUNES MARQUES,Originária,Eletrônico,24/8/2020,"1 - Outros - A presente ação visa conceder o direito dos servidores vinculados ao Poder Executivo do Estado do Paraná de terem repassados para as suas remunerações os mesmos
percentuais aplicados aos demais servidores (dos Poderes Legislativo e Judiciário, como do próprio Poder Executivo) sem distinção ou diferenciação entre eles. Reajuste remuneração servidores públicos do poder Executivo do Estado do Paraná.",5/11/2020,Conclusos ao(à) Relator(a),,5/11/2020,GABINETE MINISTRO NUNES MARQUES,Sim,Não,Não,Sim,Não,Não,Não,PARANÁ,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,728,ADPF-728,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5988782,MIN. NUNES MARQUES,Originária,Eletrônico,25/8/2020,"1 - Outros - Mensagem presidencial nº 1.807, de 03 de dezembro de 19992 - Outros - o estado de coisas inconstitucional do sistema de segurança pública do Estado de São Paulo.",5/11/2020,Conclusos ao(à) Relator(a),,5/11/2020,GABINETE MINISTRO NUNES MARQUES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
